id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,popularity_group
768266,Big Fish,0.0,0,Released,2020-11-15,0,2,False,,0,,,en,Big Fish,A musical exploration into the simple joys of fishing.,0.6,,,Animation,,United Kingdom,,0-2
350650,Doraemon: Nobita and the Space Heroes,6.283,69,Released,2015-03-07,32700000,100,False,/aGxyr5K9B2GdE7W0xov2azHPwsS.jpg,46597700,http://doraeiga.com/2015,tt4788602,ja,映画ドラえもん のび太の宇宙英雄記,"One day Doraemon, Nobita, Shizuka, Gian and Suneo were shooting a film as space heroes. When they were shooting the film in the open lot a boy called Aron comes and alerts them of aliens attacking his planet. They agree to help him by turning into real superheroes, but it isn't as easy as it looks.",9.046,/TwUuZfp6fbwnnbLyXJyulOeXYP.jpg,,"Comedy, Animation, Family, Adventure, Science Fiction, Fantasy",Shin-Ei Animation,Japan,Japanese,9-11
784281,Bigfoot vs the Illuminati,4.429,7,Released,2020-10-06,0,76,False,/r6TzlC15GKhbP7dInMwacefYEjJ.jpg,0,,tt12969650,en,Bigfoot vs the Illuminati,"Advanced AI robots have drained the Earth of its natural resources. A rebel human alliance in space with no planet to call home, calls on Bigfoot to do battle with humanity's greatest enemies, the Illuminati.",1.775,/smdbW1dWUYSDivE3zw43Ty19j95.jpg,It's time for war,"Horror, Animation, Science Fiction",Ruthless Studios,United States of America,English,0-2
1106823,Unknown Planet,0.0,0,Released,2023-04-28,0,3,False,,0,,,ko,미지의 행성,He goes to the Unknown Planet beyond the tunnel every day to see his loved one.,0.6,/usUVRlActsiDyCFEjddZtuesOxe.jpg,,Animation,,South Korea,,0-2
1086273,Ninette,0.0,0,Released,2016-09-07,0,0,False,/8pUwvcAV6PUoV8HAx6D39T0sdfE.jpg,0,,,de,Ninette,,0.6,/tn3xIY5I5oMvrvGY3FZpiPjzvGw.jpg,,Animation,IMF Interactive Media Foundation,,German,0-2
75592,WordWorld: The Train Escapade,0.0,0,Released,,0,66,False,,0,,,en,WordWorld: The Train Escapade,"Product Description Welcome to WordWorld, the first preschool series where words are truly the stars of the show! Come along for an adventurous romp into a colorful, vibrant world of words with the lovable, legible WordFriends, animals whose bodies are made up of the letters that spell the word they are! The WordFriends go on comic adventures and face challenges that can only be resolved with the right word. That word is built letter by letter, sound by sound, during the funky Build a Word! song at the end of every episode. Once the word is built it morphs, or comes alive into the thing it is! Word building reinforces the pre-reading concept that letters (and their sounds) make words, and that words have real meaning...and power.",0.6,,,Animation,,,,0-2
325209,A Horseshoe for Luck,4.444,9,Released,1946-01-01,0,4,False,/5fkNnGSAbRqwsp3BnHJTaAQLoCR.jpg,0,,tt0177117,cs,Podkova pro štěstí,"A walking on the street finds a horseshoe, thinks it's a good luck charm. So, he decides to take it with him home and find a suitable place for it. He soon discovers that the horseshoe brings him nothing but bad luck.",0.651,/iL45b3k6rDHm6n2XuUZ3gWTT0Yv.jpg,,Animation,,Czechoslovakia,No Language,0-2
52611,The Hairy Tooth Fairy 2,6.6,34,Released,2008-12-12,0,90,False,/elcBFpTXqfVwwkDVVDFVBkLBT6O.jpg,0,,tt1058781,es,El Ratón Pérez 2,"Eight year old Lucas would like to know how the Tooth Fairy exchanges coins for teeth without getting caught. He is determined to stay awake all night to find out. Meanwhile, a little mouse falls into a trap set by a dishonest contractor who is desperate to tell the world his secret, that the mouse is the Tooth Fairy. Lucas and his family has to do everything in their power to help the sweet little mouse with its mission, which since time immemorial, is to make children happy...",5.391,/3GQPIn1W4RQCkVWUMJzeZTiMgrF.jpg,,"Animation, Family",Patagonik,"Argentina, Spain",Spanish,6-8
1111402,Nightmare,0.0,0,Released,1976-01-01,0,10,False,,0,,,sh,Mora,"An alienated and lonely man goes to take a rest and dreams about the same torment and feeling of inability to bear the burdens of life that torment him even when he is awake. He dreams of his ups and downs, as well as fears which turned into symbols that also came from the rigid everyday reality.",0.6,/db8PyZ5SVnZtnaSzJDk1sC57ClJ.jpg,,Animation,Zagreb Film,Yugoslavia,No Language,0-2
575732,Frogline,0.0,0,Released,2019-01-12,0,1,False,,0,,,en,Frogline,Call right now!,0.6,/wXMlUQk5ccl4wkIMJaQUV13nvHd.jpg,,"Animation, Comedy, Music",,United Kingdom,,0-2
623011,Avenger Dogs,4.7,7,Released,2019-01-10,0,71,False,/mnKapqN7ce5flIwMw1g2LhlPeoA.jpg,0,,tt9724068,en,Avenger Dogs,"When the universe's highest-flying dogs warp into outer space, Skyfetcher and Spaceslobber get a call from canine headquarters! It seems an unknown force is attacking unsuspecting planets, and it's up to them to root out the source of the trouble!",0.871,/9Bm97Coehn5WuchPyQZEmwaWExQ.jpg,,Animation,,,English,0-2
64021,Max & Ruby's Halloween,6.0,1,Released,2006-01-01,0,96,False,,0,,,en,Max & Ruby's Halloween,"Ruby thinks she has a lot to teach her little brother, Max, but Max has his own ideas. Join their loving, laughing sibling rivalry in ""Max &amp; Ruby""- Includes 12 Max &amp; Ruby Stories!  1) Max's Halloween  2) Ruby's Leaf Collection  3) The Blue Tarantula  4)  Ruby's Panda Prize  5) Ruby's Roller Skates  6) Ghost Bunny  7) Max's Shadow  8)  Max Remembers  9) Ruby's Candy Store  10)  Max's Thanksgiving  11) Max's Pretend Friend  12) Fireman Max",0.6,,,"Family, Animation",Nelvana,"Canada, United States of America",,0-2
623963,Love is All,2.0,1,Released,1999-12-31,0,3,False,,0,,tt0257881,en,Love is All,"Winter bound, a snow queen dreams of love and the blooming of spring. Through frosted rococo cartouches she sings about the virtues of true love accompanied by miniature animated sequences.",0.6,/onufgg9IRIL4ueQs3ljtTLYoIkJ.jpg,,"Animation, Fantasy, Music","OH Films, Animate Projects, The Arts Council, Film4 Productions",United Kingdom,English,0-2
47777,Dragon Half,5.733,15,Released,1993-03-26,0,50,False,/lcPALgvLlDSvphN9P0RHaMjnhJM.jpg,0,,tt0106769,ja,ドラゴンハーフ,"Mink - the daughter of a dragon and a retired dragonslaying knight - sets out on a journey to get tickets for a concert held by Dick Saucer, world-famous teen idol and dragon hunter. Meanwhile, the corrupt king of the land is trying to take her hostage to get at her mother, and his magic-using daughter seeks to foil Mink's quest out of sheer spite.",3.119,/vx33Wtig9WcEiKXpdoe84HXZcYk.jpg,,"Animation, Fantasy, Comedy","Studio Takuranke, Production I.G, Bihou. Incorporated, Trans Arts, Kadokawa Shoten, Victor Entertainment",Japan,Japanese,3-5
514710,Modest Heroes,6.615,148,Released,2018-08-24,0,54,False,/doZDR89j4qSiVmkOioVvAXvLu91.jpg,0,https://gkids.com/films/modest-heroes-ponoc-short-films-theatre-vol-1/,tt8223844,ja,ちいさな英雄－カニとタマゴと透明人間－,"Two tiny, aquatic humanoids search for their missing father, a boy battles a lethal allergy to eggs, and an invisible salaryman tries to become a hero.",10.987,/5jURYLaG6BX0klRHsiHc3pzOlOm.jpg,,"Animation, Fantasy, Adventure, Drama","TOHO, STUDIO PONOC, dentsu, Nippon Television Network Corporation",Japan,Japanese,9-11
67604,The Village Smithy,5.8,19,Released,1942-01-16,0,7,False,/unOTApkGenjlI3cCLWdUKixrbQ4.jpg,0,,tt0035519,en,The Village Smithy,"A duck may not look the muscled part, Donald takes his job as village blacksmith serious. First he fashions a new iron ring for an oxcart-wheel, and expertly makes it dance onto the wood, but then painfully experiences the laws of physics mercilessly punish any size error, worsened each time he insists. Then Donald services a shy-looking client: vain 'Jacqueline-ass' Jenny, who refuses to approve any of the shoe-models he presents, and therefore stubbornly resists his equally driven attempts to fit it on her back-hoof.",1.317,/hf8buASyrO6QnpHC3fgmVhWO86i.jpg,,Animation,"Walt Disney Productions, RKO Radio Pictures",United States of America,English,0-2
423516,Pettson and Findus: The Best Christmas Ever,5.5,12,Released,2016-11-03,0,82,False,/spssI45q8gvlWc3n9WXeY97jAFd.jpg,0,,tt4764566,de,Pettersson und Findus 2 - Das schönste Weihnachten überhaupt,"Pettson and Findus find themselves snowed in their house. The little cat is scared that Christmas is ruined, but Pettson promises that they will celebrate ""the best Christmas ever"".",3.155,/uRd9oTEp1HHl4GQAVkFMmqLwOXN.jpg,,"Family, Animation, Comedy","Wild Bunch Germany, Tradewind Pictures",Germany,German,3-5
957012,Dr. Slump: The Legend of Penguin Village's Heroes,0.0,0,Released,1982-01-02,0,46,False,,0,,tt15164246,ja,Dr.スランプアラレちゃんスペシャル ペンギン村英雄伝説,"One day, a big incident happened in Penguin Village. All the toilet paper in the village is gone! The only way left is for someone to go to the legendary supermarket and buy toilet paper.",0.6,/uuaoPm8V2Ice3TRLeXh6dAvzMJO.jpg,,"Animation, Comedy, Science Fiction",Toei Animation,Japan,Japanese,0-2
582444,The Truth About the Frog Prince,0.0,0,Released,1986-11-07,0,8,False,,0,,,de,Die Wahrheit um den Froschkönig,"Is he the dream prince? As each frog climbs out of the fountain, the princess hopes it will be the one, the love of her life. But no sooner has one been flung against the wall than it turns out to be pretty much a washout. Will the frogman be able to live up to the empty promise of the frogs? … The Truth About the Frog Prince was produced by the DEFA Studio for Animation Films in Dresden, where director Sieglinde Hamacher worked for 35 years, joining soon after its founding in 1955.",0.6,/cIPZRzwA2tr3zy50rg105ClHgq.jpg,,Animation,DEFA-Studio für Trickfilme,"East Germany, Germany",,0-2
895166,Inverted,0.0,0,Released,2021-11-01,0,13,False,,0,,,he,נטיות הפוכות,A collection of testimonials by individuals who underwent conversion therapy.,0.6,,,Animation,,Israel,,0-2
628511,Thomas & Friends: Digs & Discoveries,5.7,3,Released,2019-09-11,0,64,False,/8ReLeZoA7q5n19ZKfCsoNV4r97O.jpg,0,,tt10832776,en,Thomas & Friends: Digs & Discoveries,"Thomas the Tank Engine has traveled a lot, but is now going to Italy for the first time! There he meets the nice and smart Gina, an expert in everything that is Italian. Thomas believes he is very smart and wants to prove to Gina that he does not need her help, but in reality he is astonished by everything he sees... Because why is that tower so crooked? And why do the buildings look so unfinished? And what about the mysterious story of the Lost Locomotive? When Thomas gets lost in an old mine because of his recklessness, he soon finds out that learning new things - just like making new friends - takes time!",0.958,/ptSkczdybdNgBQLvIF3O33W4IWV.jpg,,"Family, Animation",,,Dutch,0-2
317171,Krtek a hodiny,0.0,0,Released,1994-01-01,0,29,False,,0,,tt0246013,cs,Krtek a hodiny,,0.6,/8VjXHr3DuxQM09g4l2aioU6jxgk.jpg,,"Animation, Family",,Czech Republic,,0-2
793899,Words on The Slope,4.0,1,Released,2021-03-15,0,8,False,,0,,,ru,Слова на склоне,This is a slow story about how a poet lives alone with nature and himself.,0.6,/e0HVC90TIYwKH4Hor3Rk0R9MGaj.jpg,,Animation,Pchela Animation Studio,Russia,Russian,0-2
802367,Movie Struck,0.0,0,Released,1933-09-08,0,6,False,,0,,tt0151652,en,Movie Struck,Scrappy in Hollywood.,0.6,,,Animation,Charles Mintz Productions,United States of America,English,0-2
390729,About the girl,0.0,0,Released,2010-01-01,0,3,False,,0,,,ja,少女考,"An old man is trying to create a girl out of his memories.  Little by little the doll is being made and given a physical body of machinery parts.  The old man makes her as a pure creature, but she denies her identification.  The doll demolishes herself, saying ‘This is not Me!",0.6,,,Animation,Tokyo University of the Arts,Japan,Japanese,0-2
1189241,Matteo's Eve,0.0,0,Released,,0,7,False,,0,,,en,Matteo's Eve,"In present times, a middle-aged man wanted to experience the spirit of Christmas once again, when suddenly an unexplainable event occurred. This event caused him to be inspired and brought his Christmas spirit back.",0.6,/8YEhLj7WFCMFoePysz6AOJzUpeG.jpg,,"Animation, Drama, Family",,,,0-2
1071345,The Snow Queen,0.0,0,Released,1978-01-01,0,20,False,,0,https://gakken-eizo.com/artanime/movie.html,,ja,雪の女王,A stop-motion adaptation of Hans Christian Andersen's The Snow Queen.,0.6,/8NhbMWx2FSPmoPcAzDtetfbTyLq.jpg,,"Animation, Fantasy",Gakken,Japan,Japanese,0-2
317359,He-Man Seaman,0.0,0,Released,1962-01-12,0,0,False,,0,,tt0148263,en,He-Man Seaman,"Captain Benedict kidnaps Hector Heathcote and his talking dog Winston, and he forces them to join his crew. Captain Benedict is on the trail of Moby Dick, the great white whale. Every time Hector loads the cannon, it rolls and points toward his own captain. Despite his incompetence and his seasickness, Hector not only captures the whale, but the pair also manages to get off the boat and turn Captain Benedict over to the law at the next port.",0.6,,,Animation,,United States of America,,0-2
399014,The Jungle Book: The Legend of the Giant Claw,0.0,0,Released,2016-03-29,0,0,False,,0,,tt1814516,hi,The Jungle Book: The Legend of the Giant Claw,"From deep within the jungle comes a mighty roar...a roar that could only come from one creature the Giant Claw! When Mowgli s search of this legendary creature ends with an unexpected discovery, he must race against time to thwart Shere Khans evil plan and rescue a friend!",0.623,/ddstByI4djsZbpiFINsTofpz3ET.jpg,,Animation,,United States of America,Hindi,0-2
426136,Blanquette,0.0,0,Released,2016-02-06,0,4,False,,0,,tt5805128,fr,Blanquette,Snippets of conversation fly across the table as a family gathers together for lunch.,0.6,,,"Drama, Animation",La Poudrière,France,French,0-2
728930,The Case of the Kangeroo Kid,0.0,0,Released,1963-01-01,0,8,False,,0,,tt1673694,en,The Case of the Kangeroo Kid,"The plot of this particular episode revolves around a Kangaroo cub’s disappearance, concluding in a graveyard where ghost rabbits sing a song. This sequence really has nothing to do with the rest of the picture, of course, but somehow it seems par for the course in this world.",0.6,,,Animation,Zagreb Film,Yugoslavia,English,0-2
72641,Azureus Rising,6.0,10,Released,2010-04-06,0,6,False,/eOlHJkaXTe67SgpU1KoYCPvjmbd.jpg,0,,tt1619606,en,Azureus Rising,"Azureus Rising is a proof of concept for a science fiction action adventure feature film saga and next-gen video game. The 6 minute proof of concept short film has been featured on hundreds of blogs & websites around the world. Since its premier on youtube.com on May 17th, 2010, Azureus has received more than half a million hits and counting. Azureus Rising has also won 8 awards to date, including: Best Animated Film, Best Director, Best Visuals, Best Sound FXs and Best Original Score. Currently, Azureus is in development as a major motion picture and AAA video game title.",1.291,/3MsfpYX5qYwIhgByPYJxIeoMGVd.jpg,,"Science Fiction, Animation",Black Sun Entertainment,,,0-2
981787,Stained Smell,0.0,0,Released,2022-02-12,0,3,False,,0,https://animation.geidai.ac.jp/13age,,ja,残り香,The film expresses the sense of being left behind. It stems from the realities of my childhood and how they did not match up with what I was feeling back then.,0.6,/SIOLSbKY23zUed9PEOirhUnqmt.jpg,,Animation,Tokyo University of the Arts,Japan,Japanese,0-2
817710,Mr. Purple,0.0,0,Released,2019-12-08,0,10,False,,0,,,ar,السيد بنفسجي,The film revolves around the idea of intolerance and how some people want to practice dictatorship by imposing their views on others.,0.6,/hVlB77e5oI1PqubwTSDfAh7L6mg.jpg,,Animation,,Egypt,Arabic,0-2
634318,At Which Table Will Jesus Sit?,0.0,0,Released,1987-01-01,0,6,False,,0,,,es,¿En qué mesa se sentará Jesús?,,0.6,,,"Documentary, Animation",Centro para el Desarrollo de la Cultura Popular,Argentina,Spanish,0-2
276466,Triple Trouble,5.8,5,Released,2014-10-26,0,67,False,/vdHCb4IRDSwGsYkOCwxcxxfdrnF.jpg,0,,tt4080760,nl,Trippel Trappel,"A team of three pets, a playful ferret, a sweet canary bird and a know-it-all stick insect, head out to ask Saint Nicolas presents for their animal friends and themselves. The journey is filled with adventures and their friendship is severely tested.",1.4,/uM0zUdUwq2psFoay13srv5up0eb.jpg,,"Animation, Family","Il Luster, Anikey Studios, Vivi Film","Belgium, Netherlands",Dutch,0-2
657045,The Boy Who Became a Cupboard,7.0,2,Released,1989-01-01,0,11,False,,0,,tt4401694,cs,"O chlapečkovi, který se stal kredencí","Parents from around the world hold a congress to discuss how to deal with their misbehaving children. All parents come together — only one set is missing, the parents of Sylvester, the best boy in the world. The congress decides to go see him so he can lead the other children by example. Sylvester is truly an exceptional child, but his ""being good at all times and under all circumstances"" somewhat gets out of hand.",0.612,/koKrP21xIBjMqxXzKUkoxeI5ZKZ.jpg,,Animation,Krátký film Praha – Studio Bratři v triku,Czechoslovakia,Czech,0-2
799186,Encounter with Earth,0.0,0,Released,2011-12-07,0,30,False,,0,,,ja,ちきゅうをみつめて,"A family animation programme about the Earth's environment. Chasing after a glowing particle, the root of all life, along with our main character Naoko, you will discover a vital truth about what links you with other living beings and our planet.",0.6,/8IW8MtXFPvauUXanuOt8yvfrPfw.jpg,,Animation,Nippon Kagaku Miraikan,Japan,Japanese,0-2
837491,The Old Cowboy,0.0,0,Released,1973-01-02,0,9,False,,0,,tt14355484,pl,Stary kowboj,"An old cowboy is walking across the prairies. It seems that he has experienced everything. However, he will have to face his opponents a few more times - maybe it will be for real, or maybe it will take place in his mind.",0.6,/6Y3bE5bLWcLgJ8AwDpeRZyuMuZp.jpg,,"Animation, Western",Studio Miniatur Filmowych,Poland,No Language,0-2
347609,Twelve Forever,7.0,3,Released,2015-05-18,0,9,False,,0,,tt4726288,en,Twelve Forever,An enthusiastic young girl who doesn't want to grow up creates a fantastic world for herself where she never has to.,1.512,,,Animation,Cartoon Network Studios,United States of America,English,0-2
486142,You're Not Real Pretty but You're Mine...,0.0,0,Released,1968-01-01,0,5,False,/6faCSDckg1FxIUSPWCmVrkeI6mj.jpg,0,https://vimeo.com/yalefilmarchive,tt8946514,en,You're Not Real Pretty but You're Mine...,"""Mouris’s film, YOU’RE NOT REAL PRETTY BUT YOU’RE MINE…, built upon the strongest elements of QUICK DREAM, and added a pop music soundtrack. Mouris says, “I shot another 100 foot roll on classmate Jerry Strawbridge’s home animation stand, and edited that into the best sequences from QUICK DREAM. The whole film was a tongue-in-cheek series of odd couples/couplings, which the title suggested. The FRANK FILM photo collage animation evolved here.” - Yale",0.6,/zkOtKfQFNLymIW1NkiYlFkpekzQ.jpg,,Animation,,United States of America,English,0-2
446535,Dr0ne,9.0,2,Released,2012-08-30,0,0,False,,0,,tt2380850,en,Dr0ne,,0.6,/cBXHVJqXQfADjhdTpL6QN7K2N5x.jpg,,"Animation, Science Fiction","5150 Action, The YOMYOMF Network",United States of America,English,0-2
379205,It's Pink But Is It Mink?,5.8,6,Released,1975-12-30,0,6,False,/jTNR3aAfVyPm4vDsxuUIyBqUvFD.jpg,0,,tt0073182,en,It's Pink But Is It Mink?,Jane sends Tarzan to catch the Pink Panther so she can make pink clothing from his fur.,0.889,/6MYzGYwYjxZDVpZ8XDvbroou2UW.jpg,,Animation,DePatie-Freleng Enterprises,United States of America,,0-2
712710,Великолепный Гоша: История пятая,0.0,0,Released,1982-01-01,0,0,False,,0,,,ru,Великолепный Гоша: История пятая,,0.6,/whhGwSklM9LzwFAzMCE5GAdS5tK.jpg,,Animation,,,,0-2
19011,Picnic with Weissmann,6.3,20,Released,1968-01-02,0,11,False,/9SurKdg5F0SoPtJ0SQAtwhV62ug.jpg,0,,tt0063427,de,Picknick mit Weissmann,"In one of Jan Svankmajer's many mind-blowing, deliberately weird short films, a picnic consists of a suit sunbathing, a phonograph playing records, a shovel digging holes, and a camera taking pictures.",1.588,/95VjEEZlVwbFpjspau6EJjln6lR.jpg,,Animation,Studio A,Austria,No Language,0-2
653484,Paranormal Roommates,5.0,2,Released,2013-05-21,0,8,False,/b8MpKhFWXEaHLAlPUTBIkum61Mt.jpg,0,,tt6096736,en,Paranormal Roommates,"When government office clerk Harvey Underwood is called in to work he must leave his roommates Nessie and Bigfoot alone in his apartment, allowing the cryptozoologic duo to get into mischief while he is gone.",0.654,/jRA8l9SlxE7HdHdRxZh4Skx7owN.jpg,,"Animation, Comedy",Cartoon Network Studios,,English,0-2
69198,Lloyd's Lunchbox,0.0,0,Released,1997-01-01,0,2,False,,0,,,en,Lloyd's Lunchbox,Seven days in the life of Lloyd and his self-mutilating misadventures.,0.6,,,Animation,,"Canada, United States of America",No Language,0-2
911500,Sprout,0.0,0,Released,2002-02-07,0,3,False,,0,,tt0429118,en,Sprout,A story about a young aquatic creature struggling to stay connected to his feeding tube inside his home.,0.699,,,Animation,Pacific Data Images,United States of America,No Language,0-2
764164,Saturday the 14th,0.0,0,Released,2013-03-16,0,2,False,,0,,,en,Saturday the 14th,Mason. The day after.,0.6,/kgLYYuYtrFjBqvPylHL23NchopP.jpg,,"Animation, Horror, Comedy",,,,0-2
190103,Get Rich Quick Porky,6.3,9,Released,1937-08-28,0,7,False,/pD72Bzbb3kLodtY5Fb9nG2xNTGd.jpg,0,,tt0028925,en,Get Rich Quick Porky,Porky invests his savings. Mayhem ensues.,1.623,/enjkE77ZWIa38MZyo7i8UauZ45m.jpg,,"Comedy, Family, Animation",Leon Schlesinger Productions,United States of America,English,0-2
190718,'Verse,0.0,0,Released,2010-06-18,0,4,False,,0,,,en,'Verse,"A love triangle between God, the Earth and Mankind.",0.6,,,Animation,,,,0-2
41098,Captain of the Forest,8.3,3,Released,1988-02-18,0,73,False,/woWswfbqCpVAvFwjnu9nQkwlcpw.jpg,0,,tt0129734,hu,Az erdő kapitánya,"This entertaining film highlights the importance of integrity, justice, and appreciation for the environment. The compassionate and wise Captain is the hero, who is trying to stop long-time troublemaker and master of disguise Zero the Cat as he plans his biggest coup ever. Helping the Captain along the way are the bright Constable Eleméri Ede and seasoned secret agent Góliát. The resourceful Gólíat succeeds in locating Zero's hiding place, where he overhears part of Zero's newest plan. Although unable to get all the details, Gólíat reports to the station and it becomes clear that stopping Zero will be quite a challenge.",2.394,/95YfXyfmX8ZdAZVefETdkiwpbPe.jpg,,"Animation, Comedy, Crime",,,Hungarian,3-5
875944,The Blacksmith's Apprentice,0.0,0,Released,1961-01-01,0,9,False,,0,http://zagrebfilm.hr/film/kovacev-segrt,,sh,Kovačev šegrt,A blacksmith's wife turns each night by black magic his apprentice into a horse and leaves with him for a witch haunt.,0.6,/uh92GeLIPU9yAcLpyRBVPPyAqR7.jpg,,Animation,Zagreb Film,Yugoslavia,No Language,0-2
256650,Retouches,6.615,13,Released,2008-08-12,0,6,False,,0,http://www.studio-gds.ch,tt1385968,en,Retouches,"Between a wave’s rhythm and the breath of a young woman in her sleep, some animated paintings go on modifying each other.",1.025,/7tMvhx6ZKk1NBOMWUINOskeFsVw.jpg,,Animation,,,,0-2
506761,Despertaferro,0.0,0,Released,1990-12-01,0,72,False,,0,,tt0099410,ca,Despertaferro,"Güell Park, Barcelona, Spain. Llúria, a modern child, goes back 700 years in time —with the help of Xiulet and Allioli, two fantastic beings—, to meet the fierce Almogavars, a company of mercenary warriors at the service of the Crown of Aragon, lords of the Mediterranean Sea and cruel scourge of the merciless Saracen hordes.",0.6,/rCy0D8HcdKhIjmD3dLbyzRAXG3q.jpg,,"Animation, Drama, Adventure, Fantasy","TV3, Equip Produccions, Maran Film","Germany, Spain",Catalan,0-2
36523,Felix the Cat: The Movie,4.34,25,Released,1988-10-01,1964253,82,False,/ggfYpiTwfjeX2JdZSLzpeIVBFLJ.jpg,9000000,,tt0259308,en,Felix the Cat: The Movie,"In another dimension, the villainous scientist Duke of Zill, with the help of his mechanical, geometric army, ultimately takes over the golden kingdom of Oriana, where Duke has just escaped exile! But Felix the Cat must bravely save Princess Oriana and restore order once again, from her terrible Uncle Zill and his smoke-belching mechanical troops before he can put his sinister plot into action!",3.961,/lv3jiaw2AloHjX9V2KDT6EU2JCw.jpg,The cat is back!,"Animation, Family","Pannónia Filmstúdió, Felix the Cat Creations","Germany, Hungary, United States of America","English, Spanish",3-5
237050,Rodeo Romeo,0.0,0,Released,1946-08-15,0,7,False,,0,,tt0152220,en,Rodeo Romeo,"Popeye and Olive are at the rodeo, starring Badlands Bluto. Olive is impressed by Bluto's stunts, many of them designed to make Popeye look bad. Dynamite, the bronco that's never been ridden busts out and Popeye, seeing his chance, downs some spinach and manages an impressive series of tricks, culminating in firing a bullet at Bluto and lassoing it just in time. Bluto's had enough, and he substitutes loco weed for Popeye's spinach, then challenges him to throw the bull. Popeye's fried brain sees the bull as a beautiful woman; he tries to dance with it. The bull throws Popeye against the box where Bluto is now sitting and throws the remaining loco weed into Bluto's open mouth; he sees Olive as a bull and grabs her. He tries to brand her; her cries of help arouse Popeye, who pulls out a fresh can of spinach and goes to work.",0.941,/3GNfUarExoyjCv5A07C5H6OIE7G.jpg,,"Animation, Comedy",Famous Studios,United States of America,English,0-2
679787,Aksak Kulan,0.0,0,Released,1968-01-01,0,10,False,,0,,,en,Aksak Kulan,This film is based on a Kazakh legend which tells about the story of dombra,0.6,,,Animation,,Soviet Union,,0-2
827390,CHARON Pluto’s lonesomeness,0.0,0,Released,2016-03-05,0,4,False,,0,https://animation.geidai.ac.jp,,ja,CHARON 冥王星の孤独,"This is the story of Pluto, a planet that has been removed from the solar system and is wandering alone in the vastness of space, and its satellite, Charon, which hovers around Pluto.",0.6,/zhDW5zP4EZGgstejjr8TbhCe2Hk.jpg,,Animation,Tokyo University of the Arts,Japan,,0-2
1030882,Bästa knattefilmerna 4,0.0,0,Released,2004-03-31,0,53,False,,0,,tt7284810,sv,Bästa knattefilmerna 4,"A compilation of animated short films for children, produced by Kanal Films and Stiftelsen Svenska Filminstitutet during the 1980's.",0.6,/46treEc9ABbtCkz5aOPowVd8by4.jpg,,"Animation, Family",,Switzerland,,0-2
323500,Passer Passer,9.0,1,Released,2014-01-20,0,4,False,,0,http://cargocollective.com/passerpasser,tt2951912,en,PASSER PASSER,Passer Passer was created as a master's thesis project at the University of Southern California. Field recordings taken on the streets of Los Angeles and the train stations of Tokyo lay the foundation for an imaginary world where the passing sounds of a city are given new life.,0.6,,A city symphony celebrates the hidden world of background noise.,"Animation, Music",,United States of America,English,0-2
62832,The Steadfast Tin Soldier,7.1,10,Released,1955-04-01,0,13,False,/2oTymzdeeb5Mpj0E8z2JtvZagqT.jpg,0,,tt0048656,no,Den standhaftige tinnsoldat,"This is the tale of the tin soldier with one leg who won the heart of a ballerina, but was swallowed by a fish before he found his way back to her. The film is a delightful presentation of Hans Christian Andersen's story, employing puppets and clever camerawork.",0.6,/2jQ4eNHtfpaUM3v26FT2z8vGKYe.jpg,,Animation,,,,0-2
147198,Adagio,6.5,20,Released,2001-04-04,0,10,False,,0,,tt0297703,ru,Адажио,"""Adagio"" which is a philosophical parable exploring the conflict between a hero and the crowd is loosely based on a romantic short story written by the famous Russian writer Maxim Gorky about a young man named Danko and his burning heart.",1.019,/bKHBbSp3CLxTAujfJFMs0c6340y.jpg,,"Animation, Drama",Stayer Studio,"Russia, France",No Language,0-2
480384,Rayman: The Animated Series,5.0,1,Released,1999-12-20,0,52,False,,0,,,fr,Rayman,"Fleeing the terrible Rigatoni, Rayman and his friends find refuge in the mysterious metropolis of Aéropolis. The charming Betina, Cookie the rascal, the strange LacMac and the little Flips accompany Rayman in this crazy adventure: will they escape the clutches of Inspector Grub that Rigatoni has launched at their heels?",1.4,/7Ct73pkY3YnCDaX2xrg2Sg2gkD7.jpg,,Animation,,France,French,0-2
345298,Tell Me Not to Worry,10.0,1,Released,2004-03-22,0,5,False,/hYMShKk0Q7J9bh4e7fbh6MskzJo.jpg,0,,tt0410600,xx,Si at alt går bra,"Smith is searching for his guiding star. For centuries his expeditions have been in vain. But then one night, just as he's about to give up, the star emerges - on the night sky above his bed. But the festivities are cut short, when Smith discovers the star is just a reflection in his window. Reason tells Smith that the star doesn't really exist, but in his heart, Smith knows he's found what he was looking for.",0.6,/xbzW5dIDYzlII7TIEDvGW3k8iw1.jpg,"If you're lucky enough to find your guiding star, you don't throw it away over trifles!",Animation,Tordenfilm,Norway,No Language,0-2
1221139,Mr. Good,0.0,0,Released,2021-08-15,0,6,False,,0,,tt30260655,en,Mr. Good,"Mr. Good, unlike Little Miss Bad, is very, very good. But he lives in Badland, where he is misunderstood and miserable. Will he ever find somewhere he belongs?",1.021,/1g3xAUpD9CGsPUbTN9LgCWEiVMo.jpg,,Animation,,United States of America,English,0-2
